user_id,segment,total_orders,total_spend,cancellation_rate,total_events,viewed_products,completed_orders
U001763,3,2.0,3729.27,0.0,8.0,8.0,0.0
U001764,0,2.0,413.38,0.5,5.0,5.0,0.0
U001765,2,1.0,63.14,0.0,12.0,12.0,0.0
U001766,1,1.0,489.1,0.0,8.0,8.0,0.0
U001767,2,0.0,0.0,0.0,11.0,11.0,0.0
U001768,1,4.0,580.01,0.0,6.0,6.0,0.0
U001769,1,2.0,3312.67,0.0,7.0,7.0,0.0
U001770,1,0.0,0.0,0.0,4.0,4.0,0.0
U001771,3,2.0,2192.81,0.0,8.0,8.0,1.0
U001772,1,1.0,366.84,0.0,4.0,4.0,0.0
U001773,1,0.0,0.0,0.0,6.0,6.0,0.0
U001774,2,2.0,487.03999999999996,0.0,9.0,9.0,0.0
U001775,2,4.0,1125.31,0.0,12.0,12.0,1.0
U001776,1,2.0,1014.98,0.0,7.0,7.0,0.0
U001777,1,2.0,507.07,0.0,7.0,7.0,0.0
U001778,2,4.0,2523.89,0.25,12.0,12.0,0.0
U001779,2,0.0,0.0,0.0,9.0,9.0,0.0
U001780,2,0.0,0.0,0.0,11.0,11.0,0.0
U001781,0,2.0,354.52,0.5,9.0,9.0,0.0
U001782,3,4.0,5214.16,0.0,5.0,5.0,1.0
U001783,2,1.0,760.34,0.0,10.0,10.0,0.0
U001784,3,4.0,3212.58,0.0,10.0,10.0,0.0
U001785,3,4.0,2928.97,0.0,7.0,7.0,1.0
U001786,1,2.0,2836.75,0.0,5.0,5.0,0.0
U001787,2,1.0,46.77,0.0,14.0,14.0,0.0
U001788,1,3.0,1554.8600000000001,0.0,5.0,5.0,0.0
U001789,1,2.0,135.64000000000001,0.0,6.0,6.0,0.0
U001790,1,2.0,1030.1299999999999,0.0,6.0,6.0,1.0
U001791,0,1.0,346.05,1.0,5.0,5.0,0.0
U001792,0,3.0,2170.02,0.3333333333333333,9.0,9.0,0.0
U001793,1,0.0,0.0,0.0,7.0,7.0,0.0
U001794,1,0.0,0.0,0.0,4.0,4.0,0.0
U001795,3,5.0,2564.5,0.2,9.0,9.0,1.0
U001796,1,1.0,499.03,0.0,4.0,4.0,1.0
U001797,2,1.0,413.36,0.0,10.0,10.0,0.0
U001798,1,1.0,316.0,0.0,7.0,7.0,1.0
U001799,3,8.0,6985.08,0.25,10.0,10.0,1.0
U001800,0,2.0,1722.5500000000002,0.5,7.0,7.0,0.0
U001801,1,2.0,752.88,0.0,6.0,6.0,1.0
U001802,3,5.0,1217.22,0.0,10.0,10.0,1.0
U001803,2,3.0,1133.77,0.0,11.0,11.0,1.0
U001804,2,2.0,409.14,0.0,9.0,9.0,1.0
U001805,2,1.0,420.78,0.0,10.0,10.0,0.0
U001806,3,5.0,2137.53,0.2,10.0,10.0,2.0
U001807,2,0.0,0.0,0.0,10.0,10.0,0.0
U001808,0,3.0,1949.93,0.3333333333333333,6.0,6.0,0.0
U001809,1,1.0,87.46,0.0,8.0,8.0,0.0
U001810,3,4.0,2750.3100000000004,0.0,9.0,9.0,1.0
U001811,1,1.0,1413.34,0.0,7.0,7.0,0.0
U001812,1,1.0,74.61,0.0,8.0,8.0,0.0
U001813,3,5.0,649.47,0.2,8.0,8.0,1.0
U001814,1,2.0,534.62,0.0,4.0,4.0,0.0
U001815,1,0.0,0.0,0.0,6.0,6.0,0.0
U001816,2,1.0,455.87,0.0,12.0,12.0,1.0
U001817,2,1.0,1378.17,0.0,9.0,9.0,1.0
U001818,0,2.0,4128.64,0.5,10.0,10.0,0.0
U001819,1,0.0,0.0,0.0,6.0,6.0,0.0
U001820,0,2.0,1613.29,0.5,3.0,3.0,0.0
U001821,1,1.0,22.47,0.0,5.0,5.0,1.0
U001822,2,2.0,1638.79,0.0,10.0,10.0,0.0
U001823,0,1.0,790.95,1.0,7.0,7.0,0.0
U001824,3,4.0,610.78,0.0,6.0,6.0,2.0
U001825,1,1.0,81.28,0.0,5.0,5.0,0.0
U001826,0,2.0,202.57,1.0,6.0,6.0,0.0
U001827,3,3.0,637.1800000000001,0.3333333333333333,8.0,8.0,2.0
U001828,1,0.0,0.0,0.0,6.0,6.0,0.0
U001829,2,2.0,160.1,0.0,14.0,14.0,0.0
U001830,0,1.0,122.79,1.0,5.0,5.0,0.0
U001831,1,1.0,671.24,0.0,8.0,8.0,0.0
U001832,1,0.0,0.0,0.0,6.0,6.0,0.0
U001833,3,5.0,4289.46,0.0,5.0,5.0,0.0
U001834,0,1.0,38.11,1.0,11.0,11.0,0.0
U001835,3,5.0,4250.93,0.2,7.0,7.0,0.0
U001836,2,2.0,185.84,0.0,9.0,9.0,1.0
U001837,1,2.0,1132.9,0.0,8.0,8.0,1.0
U001838,3,4.0,3627.34,0.25,12.0,12.0,2.0
U001839,2,1.0,14.33,0.0,11.0,10.0,1.0
U001840,3,3.0,731.43,0.3333333333333333,7.0,7.0,1.0
U001841,1,1.0,33.99,0.0,6.0,6.0,0.0
U001842,3,6.0,6925.95,0.0,8.0,8.0,2.0
U001843,3,3.0,8510.87,0.6666666666666666,7.0,7.0,0.0
U001844,3,3.0,2698.38,0.3333333333333333,8.0,8.0,1.0
U001845,2,1.0,139.02,0.0,12.0,11.0,1.0
U001846,1,1.0,45.56,0.0,9.0,8.0,0.0
U001847,0,1.0,312.76,1.0,3.0,3.0,0.0
U001848,2,1.0,159.87,0.0,9.0,9.0,0.0
U001849,1,2.0,837.9399999999999,0.0,5.0,5.0,0.0
U001850,3,6.0,2882.5099999999998,0.16666666666666666,8.0,8.0,0.0
U001851,1,0.0,0.0,0.0,8.0,8.0,0.0
U001852,0,2.0,1214.5400000000002,0.5,8.0,8.0,0.0
U001853,2,2.0,168.32999999999998,0.0,11.0,11.0,2.0
U001854,3,4.0,4799.02,0.25,5.0,5.0,0.0
U001855,0,2.0,2198.31,0.5,4.0,4.0,0.0
U001856,1,2.0,824.5500000000001,0.0,5.0,5.0,0.0
U001857,1,1.0,819.76,0.0,8.0,8.0,1.0
U001858,1,2.0,1504.8600000000001,0.0,6.0,6.0,1.0
U001859,0,2.0,125.0,0.5,6.0,6.0,0.0
U001860,2,1.0,825.34,0.0,10.0,10.0,0.0
U001861,3,4.0,6417.639999999999,0.0,8.0,8.0,0.0
U001862,2,1.0,50.14,0.0,10.0,10.0,0.0
U001863,2,1.0,861.69,0.0,9.0,9.0,0.0
U001864,2,1.0,204.76,0.0,13.0,12.0,1.0
U001865,0,4.0,1134.41,0.5,5.0,5.0,0.0
U001866,1,2.0,2110.31,0.0,7.0,7.0,0.0
U001867,1,1.0,126.29,0.0,4.0,4.0,1.0
U001868,2,3.0,1369.4099999999999,0.3333333333333333,12.0,12.0,0.0
U001869,1,0.0,0.0,0.0,8.0,8.0,0.0
U001870,1,1.0,300.82,0.0,7.0,7.0,0.0
U001871,3,4.0,2706.06,0.0,13.0,13.0,2.0
U001872,2,3.0,1838.52,0.0,10.0,10.0,0.0
U001873,0,1.0,11.1,1.0,7.0,7.0,0.0
U001874,0,1.0,719.51,1.0,6.0,6.0,0.0
U001875,2,0.0,0.0,0.0,11.0,11.0,0.0
U001876,2,3.0,780.73,0.3333333333333333,11.0,11.0,0.0
U001877,0,2.0,1103.97,0.5,9.0,9.0,1.0
U001878,0,1.0,56.21,1.0,9.0,9.0,0.0
U001879,1,2.0,655.0799999999999,0.0,8.0,8.0,1.0
U001880,1,3.0,3511.2699999999995,0.3333333333333333,2.0,2.0,0.0
U001881,2,3.0,563.5799999999999,0.3333333333333333,10.0,10.0,1.0
U001882,3,3.0,3385.77,0.0,4.0,4.0,1.0
U001883,1,1.0,43.42,0.0,7.0,7.0,0.0
U001884,2,2.0,726.42,0.0,9.0,9.0,1.0
U001885,3,5.0,3942.95,0.2,10.0,10.0,1.0
U001886,3,5.0,3355.93,0.2,6.0,6.0,1.0
U001887,3,3.0,5056.32,0.3333333333333333,10.0,10.0,0.0
U001888,1,0.0,0.0,0.0,4.0,4.0,0.0
U001889,2,3.0,2160.0299999999997,0.3333333333333333,14.0,14.0,0.0
U001890,3,3.0,567.37,0.3333333333333333,8.0,8.0,1.0
U001891,1,2.0,1630.6599999999999,0.0,7.0,7.0,0.0
U001892,0,2.0,2447.83,0.5,10.0,10.0,0.0
U001893,2,3.0,1006.5600000000001,0.0,11.0,11.0,1.0
U001894,1,0.0,0.0,0.0,7.0,7.0,0.0
U001895,2,1.0,137.9,0.0,10.0,10.0,0.0
U001896,2,1.0,12.46,0.0,12.0,12.0,0.0
U001897,2,2.0,1783.71,0.0,9.0,9.0,0.0
U001898,2,1.0,1073.61,0.0,11.0,11.0,0.0
U001899,1,0.0,0.0,0.0,6.0,6.0,0.0
U001900,2,2.0,3094.26,0.0,10.0,10.0,0.0
U001901,2,2.0,4277.389999999999,0.0,18.0,18.0,0.0
U001902,1,0.0,0.0,0.0,6.0,6.0,0.0
U001903,0,2.0,1768.1000000000001,0.5,10.0,10.0,0.0
U001904,1,0.0,0.0,0.0,2.0,2.0,0.0
U001905,0,1.0,2343.21,1.0,11.0,11.0,0.0
U001906,1,1.0,48.09,0.0,5.0,5.0,0.0
U001907,1,0.0,0.0,0.0,7.0,7.0,0.0
U001908,0,1.0,896.9,1.0,6.0,6.0,0.0
U001909,1,1.0,114.32,0.0,5.0,5.0,1.0
U001910,2,2.0,2323.37,0.0,10.0,10.0,0.0
U001911,1,1.0,1034.76,0.0,4.0,4.0,0.0
U001912,1,2.0,724.0699999999999,0.0,8.0,8.0,0.0
U001913,2,1.0,22.38,0.0,9.0,9.0,0.0
U001914,2,2.0,1088.44,0.5,11.0,11.0,0.0
U001915,2,1.0,468.21,0.0,10.0,10.0,1.0
U001916,3,2.0,6365.16,0.0,10.0,10.0,1.0
U001917,1,0.0,0.0,0.0,3.0,3.0,0.0
U001918,2,3.0,1370.72,0.3333333333333333,12.0,12.0,0.0
U001919,3,4.0,2109.7799999999997,0.25,10.0,10.0,1.0
U001920,0,1.0,902.45,1.0,8.0,8.0,0.0
U001921,1,1.0,171.17,0.0,8.0,8.0,0.0
U001922,2,2.0,605.11,0.5,13.0,13.0,1.0
U001923,1,3.0,2001.43,0.0,7.0,7.0,0.0
U001924,2,2.0,1161.73,0.5,11.0,11.0,0.0
U001925,2,2.0,1069.6200000000001,0.0,13.0,13.0,1.0
U001926,1,1.0,2011.89,0.0,3.0,3.0,1.0
U001927,3,5.0,1631.84,0.0,7.0,7.0,1.0
U001928,1,2.0,86.4,0.0,5.0,5.0,0.0
U001929,1,0.0,0.0,0.0,8.0,8.0,0.0
U001930,2,3.0,1015.37,0.0,9.0,9.0,0.0
U001931,1,2.0,1582.44,0.0,7.0,7.0,0.0
U001932,3,3.0,4404.62,0.0,13.0,13.0,1.0
U001933,0,1.0,295.15,1.0,13.0,13.0,0.0
U001934,2,1.0,45.18,0.0,9.0,9.0,0.0
U001935,3,4.0,6637.7,0.25,7.0,7.0,1.0
U001936,0,3.0,4826.04,0.6666666666666666,2.0,2.0,0.0
U001937,2,1.0,170.65,0.0,13.0,13.0,1.0
U001938,0,4.0,2505.34,0.5,4.0,4.0,0.0
U001939,3,2.0,1024.19,0.0,5.0,5.0,2.0
U001940,2,0.0,0.0,0.0,11.0,11.0,0.0
U001941,0,1.0,968.67,1.0,7.0,7.0,0.0
U001942,0,1.0,755.62,1.0,7.0,7.0,0.0
U001943,2,1.0,24.2,0.0,10.0,10.0,0.0
U001944,2,1.0,104.12,0.0,10.0,9.0,0.0
U001945,1,2.0,291.46999999999997,0.0,6.0,6.0,0.0
U001946,0,1.0,22.47,1.0,11.0,11.0,0.0
U001947,0,3.0,2140.4500000000003,0.3333333333333333,8.0,8.0,0.0
U001948,3,3.0,923.8599999999999,0.3333333333333333,7.0,7.0,1.0
U001949,2,1.0,16.1,0.0,15.0,15.0,0.0
U001950,1,2.0,815.0,0.0,8.0,8.0,1.0
U001951,3,3.0,2905.73,0.3333333333333333,10.0,9.0,0.0
U001952,1,0.0,0.0,0.0,7.0,7.0,0.0
U001953,0,2.0,1678.08,0.5,9.0,9.0,0.0
U001954,2,1.0,56.57,0.0,10.0,10.0,1.0
U001955,2,2.0,2430.42,0.0,9.0,9.0,0.0
U001956,3,3.0,991.2,0.0,9.0,9.0,1.0
U001957,1,0.0,0.0,0.0,6.0,6.0,0.0
U001958,1,1.0,527.6,0.0,6.0,6.0,0.0
U001959,0,3.0,681.2,0.3333333333333333,7.0,7.0,0.0
U001960,1,2.0,780.35,0.0,7.0,7.0,1.0
U001961,2,1.0,431.12,0.0,11.0,11.0,1.0
U001962,0,2.0,2376.6,0.5,8.0,8.0,0.0
U001963,0,1.0,4748.95,1.0,9.0,9.0,0.0
U001964,1,0.0,0.0,0.0,6.0,6.0,0.0
U001965,1,1.0,942.91,0.0,6.0,6.0,0.0
U001966,0,2.0,782.6899999999999,0.5,7.0,7.0,0.0
U001967,2,3.0,427.78,0.0,11.0,11.0,1.0
U001968,1,4.0,1584.63,0.25,5.0,5.0,0.0
U001969,1,0.0,0.0,0.0,5.0,5.0,0.0
U001970,1,0.0,0.0,0.0,6.0,6.0,0.0
U001971,1,0.0,0.0,0.0,4.0,4.0,0.0
U001972,3,2.0,4425.2699999999995,0.0,6.0,6.0,1.0
U001973,3,5.0,5846.22,0.2,7.0,7.0,2.0
U001974,0,2.0,1545.8400000000001,0.5,6.0,6.0,1.0
U001975,0,1.0,8.47,1.0,9.0,9.0,0.0
U001976,1,1.0,654.76,0.0,8.0,8.0,1.0
U001977,2,2.0,94.23,0.0,10.0,10.0,1.0
U001978,1,0.0,0.0,0.0,8.0,8.0,0.0
U001979,0,1.0,1113.21,1.0,8.0,8.0,0.0
U001980,1,0.0,0.0,0.0,5.0,5.0,0.0
U001981,2,2.0,426.92999999999995,0.0,9.0,9.0,0.0
U001982,0,3.0,1542.63,0.6666666666666666,7.0,7.0,1.0
U001983,3,4.0,5733.03,0.0,11.0,11.0,0.0
U001984,3,3.0,698.06,0.0,9.0,9.0,2.0
U001985,1,1.0,448.72,0.0,5.0,5.0,0.0
U001986,2,2.0,163.38,0.0,14.0,13.0,0.0
U001987,3,2.0,2037.3100000000002,0.0,8.0,8.0,1.0
U001988,3,4.0,1861.5900000000001,0.25,5.0,5.0,1.0
U001989,1,1.0,1429.89,0.0,6.0,6.0,0.0
U001990,3,6.0,5383.79,0.16666666666666666,8.0,8.0,0.0
U001991,2,2.0,124.85,0.0,10.0,10.0,1.0
U001992,2,1.0,2036.33,0.0,11.0,11.0,1.0
U001993,0,1.0,204.83,1.0,6.0,6.0,0.0
U001994,0,2.0,519.75,0.5,8.0,8.0,0.0
U001995,1,1.0,173.68,0.0,7.0,7.0,0.0
U001996,2,2.0,1614.61,0.5,13.0,13.0,0.0
U001997,1,3.0,1724.18,0.3333333333333333,5.0,5.0,0.0
U001998,3,2.0,3920.83,0.0,4.0,4.0,1.0
U001999,1,2.0,577.52,0.0,7.0,7.0,0.0
U002000,2,0.0,0.0,0.0,14.0,14.0,0.0
U002001,2,1.0,1271.03,0.0,14.0,14.0,1.0
U002002,3,5.0,3323.42,0.0,8.0,8.0,1.0
U002003,2,2.0,3172.04,0.0,10.0,10.0,0.0
U002004,3,3.0,762.57,0.0,7.0,7.0,1.0
U002005,1,1.0,344.44,0.0,8.0,7.0,0.0
U002006,1,1.0,219.24,0.0,2.0,2.0,0.0
U002007,0,5.0,1991.91,0.6,8.0,8.0,0.0
U002008,3,2.0,855.9599999999999,0.0,7.0,7.0,2.0
U002009,0,2.0,660.8399999999999,0.5,6.0,6.0,0.0
U002010,1,1.0,1385.18,0.0,6.0,6.0,0.0
U002011,2,3.0,1776.9299999999998,0.0,11.0,11.0,1.0
U002012,3,6.0,5676.23,0.16666666666666666,5.0,5.0,1.0
U002013,3,5.0,964.65,0.0,7.0,7.0,1.0
U002014,2,1.0,94.95,0.0,12.0,12.0,0.0
U002015,3,2.0,348.2,0.0,6.0,6.0,2.0
U002016,2,0.0,0.0,0.0,12.0,12.0,0.0
U002017,1,1.0,60.68,0.0,5.0,5.0,0.0
U002018,3,3.0,2142.29,0.0,8.0,8.0,0.0
U002019,1,1.0,60.11,0.0,7.0,7.0,0.0
U002020,3,4.0,648.63,0.5,5.0,5.0,1.0
U002021,3,5.0,1031.0900000000001,0.2,11.0,11.0,1.0
U002022,1,2.0,3186.15,0.0,5.0,5.0,0.0
U002023,1,0.0,0.0,0.0,5.0,5.0,0.0
U002024,1,2.0,457.79,0.0,5.0,5.0,0.0
U002025,2,0.0,0.0,0.0,9.0,9.0,0.0
U002026,2,2.0,1082.42,0.5,10.0,10.0,1.0
U002027,3,4.0,4352.3,0.25,11.0,11.0,0.0
U002028,3,5.0,1623.31,0.0,8.0,8.0,1.0
U002029,3,3.0,2462.72,0.0,8.0,8.0,0.0
U002030,1,1.0,137.65,0.0,6.0,6.0,0.0
U002031,1,0.0,0.0,0.0,4.0,4.0,0.0
U002032,1,3.0,634.66,0.0,7.0,7.0,1.0
U002033,1,1.0,20.93,0.0,7.0,7.0,0.0
U002034,3,5.0,2326.35,0.2,6.0,6.0,0.0
U002035,1,0.0,0.0,0.0,6.0,6.0,0.0
U002036,1,0.0,0.0,0.0,2.0,2.0,0.0
U002037,2,0.0,0.0,0.0,14.0,14.0,0.0
U002038,0,3.0,324.5,0.6666666666666666,8.0,8.0,0.0
U002039,0,4.0,2747.17,0.75,5.0,5.0,0.0
U002040,3,3.0,747.99,0.0,7.0,7.0,1.0
U002041,1,1.0,196.49,0.0,7.0,7.0,1.0
U002042,1,1.0,68.12,0.0,7.0,7.0,0.0
U002043,2,1.0,126.49,0.0,14.0,14.0,0.0
U002044,2,3.0,624.33,0.3333333333333333,10.0,9.0,1.0
U002045,1,1.0,402.94,0.0,6.0,6.0,0.0
U002046,2,0.0,0.0,0.0,9.0,9.0,0.0
U002047,3,5.0,2196.4700000000003,0.0,8.0,8.0,2.0
U002048,2,2.0,2358.2099999999996,0.5,11.0,11.0,0.0
U002049,2,3.0,2225.08,0.3333333333333333,12.0,12.0,1.0
U002050,3,2.0,1520.52,0.0,8.0,8.0,1.0
U002051,0,1.0,580.69,1.0,7.0,7.0,0.0
U002052,3,5.0,4118.39,0.2,12.0,12.0,0.0
U002053,3,6.0,3050.11,0.16666666666666666,7.0,7.0,1.0
U002054,0,1.0,143.52,1.0,10.0,10.0,0.0
U002055,2,2.0,1203.19,0.0,11.0,11.0,1.0
U002056,1,2.0,433.45,0.0,7.0,7.0,0.0
U002057,2,1.0,68.6,0.0,10.0,10.0,0.0
U002058,0,4.0,867.51,0.5,6.0,6.0,0.0
U002059,2,1.0,5.98,0.0,11.0,11.0,0.0
U002060,2,0.0,0.0,0.0,9.0,9.0,0.0
U002061,1,1.0,517.16,0.0,6.0,6.0,0.0
U002062,0,3.0,923.08,0.6666666666666666,11.0,11.0,0.0
U002063,0,2.0,685.39,0.5,6.0,6.0,0.0
U002064,2,1.0,894.8,0.0,9.0,9.0,0.0
U002065,2,3.0,1228.44,0.3333333333333333,13.0,13.0,0.0
U002066,1,3.0,1146.6100000000001,0.0,7.0,7.0,0.0
U002067,2,3.0,529.58,0.0,16.0,16.0,1.0
U002068,0,3.0,418.27,0.6666666666666666,6.0,6.0,0.0
U002069,3,2.0,1915.8600000000001,0.0,9.0,9.0,1.0
U002070,0,3.0,557.33,1.0,8.0,8.0,0.0
U002071,0,1.0,815.77,1.0,10.0,10.0,0.0
U002072,1,0.0,0.0,0.0,8.0,8.0,0.0
U002073,0,2.0,1316.11,0.5,8.0,8.0,0.0
U002074,0,1.0,161.15,1.0,7.0,7.0,0.0
U002075,3,3.0,743.82,0.3333333333333333,9.0,9.0,1.0
U002076,3,6.0,3151.2,0.0,4.0,4.0,0.0
U002077,1,0.0,0.0,0.0,4.0,4.0,0.0
U002078,1,1.0,86.67,0.0,5.0,5.0,0.0
U002079,0,2.0,540.31,0.5,4.0,4.0,0.0
U002080,3,3.0,2856.45,0.0,6.0,6.0,1.0
U002081,1,0.0,0.0,0.0,8.0,8.0,0.0
U002082,0,2.0,196.0,0.5,8.0,8.0,1.0
U002083,3,3.0,5585.360000000001,0.3333333333333333,7.0,7.0,0.0
U002084,1,1.0,298.53,0.0,6.0,6.0,0.0
U002085,2,0.0,0.0,0.0,9.0,9.0,0.0
U002086,1,2.0,717.98,0.0,3.0,3.0,0.0
U002087,1,0.0,0.0,0.0,7.0,7.0,0.0
U002088,1,2.0,740.6800000000001,0.0,3.0,3.0,2.0
U002089,3,4.0,2660.2200000000003,0.25,5.0,5.0,1.0
U002090,3,4.0,2474.19,0.25,5.0,5.0,1.0
U002091,1,1.0,957.95,0.0,7.0,7.0,0.0
U002092,3,3.0,3367.67,0.0,7.0,7.0,0.0
U002093,1,0.0,0.0,0.0,7.0,7.0,0.0
U002094,0,1.0,1094.9,1.0,9.0,9.0,0.0
U002095,1,2.0,173.5,0.0,7.0,7.0,0.0
U002096,0,1.0,176.95,1.0,5.0,5.0,0.0
U002097,2,0.0,0.0,0.0,10.0,10.0,0.0
U002098,2,1.0,682.02,0.0,12.0,12.0,0.0
U002099,0,2.0,211.23,0.5,7.0,7.0,0.0
U002100,1,1.0,1472.24,0.0,7.0,7.0,0.0
U002101,1,0.0,0.0,0.0,5.0,5.0,0.0
U002102,3,8.0,3342.44,0.125,12.0,12.0,2.0
U002103,0,1.0,41.44,1.0,9.0,9.0,0.0
U002104,3,3.0,3418.21,0.0,6.0,6.0,3.0
U002105,2,2.0,373.43,0.0,12.0,12.0,0.0
U002106,1,1.0,215.71,0.0,4.0,4.0,1.0
U002107,1,2.0,41.81,0.0,4.0,4.0,1.0
U002108,1,0.0,0.0,0.0,6.0,6.0,0.0
U002109,1,1.0,12.66,0.0,8.0,8.0,0.0
U002110,0,4.0,1200.8999999999999,0.5,4.0,4.0,0.0
U002111,2,2.0,1187.29,0.5,10.0,10.0,1.0
U002112,1,0.0,0.0,0.0,5.0,5.0,0.0
U002113,2,0.0,0.0,0.0,12.0,12.0,0.0
U002114,3,6.0,2345.14,0.0,10.0,10.0,3.0
U002115,3,7.0,5312.7,0.0,9.0,9.0,2.0
U002116,1,2.0,1763.8500000000001,0.0,6.0,6.0,0.0
U002117,3,3.0,1421.22,0.3333333333333333,5.0,5.0,2.0
U002118,2,2.0,2179.84,0.0,9.0,9.0,0.0
U002119,1,0.0,0.0,0.0,4.0,4.0,0.0
U002120,2,3.0,923.27,0.0,10.0,10.0,0.0
U002121,1,1.0,516.91,0.0,6.0,6.0,0.0
U002122,2,0.0,0.0,0.0,13.0,13.0,0.0
U002123,1,2.0,832.86,0.0,7.0,7.0,1.0
U002124,2,2.0,1082.19,0.0,9.0,9.0,0.0
U002125,1,2.0,415.79,0.0,7.0,7.0,1.0
U002126,1,1.0,527.09,0.0,5.0,5.0,0.0
U002127,2,1.0,60.37,0.0,9.0,9.0,0.0
U002128,3,5.0,751.01,0.4,9.0,9.0,1.0
U002129,0,2.0,361.40999999999997,0.5,9.0,9.0,0.0
U002130,0,3.0,199.1,0.3333333333333333,7.0,7.0,0.0
U002131,2,1.0,313.17,0.0,10.0,10.0,0.0
U002132,0,1.0,2409.8,1.0,4.0,4.0,0.0
U002133,0,3.0,2496.98,0.3333333333333333,9.0,9.0,0.0
U002134,0,1.0,1269.84,1.0,5.0,5.0,0.0
U002135,0,1.0,69.29,1.0,6.0,6.0,0.0
U002136,2,2.0,157.54,0.0,10.0,10.0,1.0
U002137,0,1.0,167.4,1.0,7.0,7.0,0.0
U002138,2,2.0,429.28,0.0,9.0,9.0,0.0
U002139,3,3.0,3084.38,0.0,4.0,4.0,1.0
U002140,2,1.0,174.24,0.0,12.0,12.0,0.0
U002141,1,2.0,529.03,0.0,5.0,5.0,0.0
U002142,3,3.0,5443.8099999999995,0.0,7.0,7.0,1.0
U002143,2,2.0,793.77,0.0,11.0,11.0,1.0
U002144,1,2.0,294.57,0.0,4.0,4.0,0.0
U002145,2,1.0,84.37,0.0,11.0,11.0,0.0
U002146,1,1.0,153.71,0.0,7.0,7.0,0.0
U002147,3,3.0,916.8100000000001,0.3333333333333333,6.0,6.0,1.0
U002148,2,1.0,805.22,0.0,10.0,10.0,0.0
U002149,3,3.0,3216.07,0.3333333333333333,10.0,10.0,1.0
U002150,3,4.0,1319.95,0.0,4.0,4.0,2.0
U002151,2,0.0,0.0,0.0,11.0,11.0,0.0
U002152,3,4.0,292.47,0.0,8.0,8.0,2.0
U002153,2,4.0,1870.9399999999998,0.0,12.0,12.0,0.0
U002154,0,1.0,57.18,1.0,11.0,11.0,0.0
U002155,2,1.0,193.89,0.0,9.0,9.0,0.0
U002156,2,2.0,627.49,0.5,11.0,11.0,0.0
U002157,3,3.0,624.62,0.3333333333333333,5.0,5.0,2.0
U002158,3,3.0,2171.6,0.0,8.0,8.0,1.0
U002159,1,2.0,680.8800000000001,0.0,8.0,8.0,0.0
U002160,1,1.0,187.75,0.0,7.0,7.0,1.0
U002161,2,0.0,0.0,0.0,10.0,10.0,0.0
U002162,1,1.0,2.92,0.0,6.0,6.0,1.0
U002163,2,1.0,203.4,0.0,11.0,11.0,0.0
U002164,1,0.0,0.0,0.0,5.0,5.0,0.0
U002165,3,2.0,4450.9400000000005,0.0,8.0,8.0,0.0
U002166,2,2.0,425.67,0.5,11.0,11.0,1.0
U002167,2,1.0,521.8,0.0,11.0,11.0,0.0
U002168,0,2.0,683.49,1.0,4.0,4.0,0.0
U002169,1,2.0,647.9599999999999,0.0,5.0,5.0,0.0
U002170,2,1.0,54.17,0.0,12.0,12.0,0.0
U002171,2,3.0,747.2,0.0,10.0,10.0,1.0
U002172,3,2.0,1586.6,0.0,8.0,8.0,1.0
U002173,1,1.0,178.96,0.0,6.0,6.0,0.0
U002174,2,1.0,837.04,0.0,10.0,10.0,0.0
U002175,1,3.0,628.75,0.0,7.0,7.0,0.0
U002176,1,1.0,108.18,0.0,6.0,6.0,0.0
U002177,2,3.0,1934.72,0.0,11.0,11.0,1.0
U002178,0,3.0,1646.2800000000002,0.3333333333333333,6.0,6.0,0.0
U002179,0,2.0,1594.96,0.5,8.0,8.0,0.0
U002180,1,0.0,0.0,0.0,7.0,7.0,0.0
U002181,0,2.0,497.16,0.5,7.0,7.0,0.0
U002182,1,1.0,368.98,0.0,5.0,5.0,1.0
U002183,3,3.0,1098.3700000000001,0.0,9.0,9.0,1.0
U002184,3,4.0,5093.110000000001,0.25,6.0,6.0,1.0
U002185,1,2.0,959.6299999999999,0.0,7.0,7.0,0.0
U002186,1,1.0,1574.43,0.0,4.0,4.0,0.0
U002187,3,6.0,1433.96,0.3333333333333333,8.0,8.0,0.0
U002188,1,3.0,1635.31,0.0,5.0,5.0,0.0
U002189,3,4.0,1196.55,0.0,7.0,7.0,1.0
U002190,1,2.0,667.43,0.0,8.0,8.0,0.0
U002191,2,0.0,0.0,0.0,10.0,10.0,0.0
U002192,1,1.0,824.25,0.0,7.0,7.0,1.0
U002193,1,0.0,0.0,0.0,3.0,3.0,0.0
U002194,3,3.0,2234.72,0.0,8.0,8.0,0.0
U002195,2,1.0,2828.55,0.0,12.0,12.0,1.0
U002196,0,2.0,931.65,0.5,6.0,6.0,0.0
U002197,0,2.0,862.62,1.0,4.0,4.0,0.0
U002198,0,2.0,3639.3100000000004,0.5,5.0,5.0,0.0
U002199,3,3.0,605.3,0.0,8.0,8.0,1.0
U002200,3,3.0,1387.66,0.0,6.0,6.0,1.0
U002201,1,1.0,223.58,0.0,8.0,8.0,0.0
U002202,3,3.0,466.71,0.0,8.0,8.0,1.0
U002203,3,7.0,2687.08,0.0,7.0,7.0,3.0
U002204,3,2.0,105.36,0.0,9.0,9.0,2.0
U002205,3,2.0,2181.67,0.0,9.0,9.0,1.0
U002206,1,2.0,408.02,0.0,3.0,3.0,0.0
